DAGBANI	ENGLISH
Kum yi sɔɣi paris’ a, a mi sɔɣirimi daag’ o bahi sa.	If death touches you secretly, you will hide from it and push it away.
o pii shɛb’ leei pastanima.	he chose some to be pastors.
Zaŋmiya biŋgolinsi pihinu niŋ pateesa yini naŋgbambili.	Put fifty rings on the edge of one curtain.
di simdi ka di ti mali pateesanim’ din wɔɣilim nyɛ mita pisinaayi yil’ li.	it should have hangings of twenty two metres' length hanging on it.
Deemiya bɛ suɣa mini bɛ biŋkɔbbaligu ni bɛ pateesanima ni bɛ nɛma zaa.	Take their tents and their animals and thier curtains and all thier clothes.
Deemiya bɛ suɣa mini bɛ biŋkɔbbaligu ni bɛ pateesanima ni bɛ nɛma zaa.	Take their tents and their animals and thier curtains and all thier stuff.
o zaŋ pateesa yili liri alikauli adaka maa.	he hung up the curtain to conceal the covenant box.
chinchin’ shɛli din daa yili Naawuni jɛmbu duu sunsuuni la.	the cloth that hung in the middle of God's worship room.
Musa yɛrila patipati.	Moses speaks loosely.
Bɛ daa bu tumtumdiba paa.	They hired some labourers.
di gari a ni di yɛn zaŋ laɣ’ shɛli bu padiriba paa ʒii buyi.	it is more than twice the money you would use to hire paid workers.
ŋun pa piɛgula ka mi bi su piɛri ka nyɛla bɛ ni bu so paa ka o guli ba.	The hired hand, who is not the shepherd and does not own the sheep.
o ni bela a sani kaman padira bee tuntumda n-tumd’ a tuma.	he will be with you like an employee or a worker and work for you.
Do’ so n-daa sa wain tihi n-zaŋ li niŋ padiriba nuu ni ni bɛ lihiri li.	A man planted a vineyard and rented it to some farmers to look after.
di gari a ni di yɛn zaŋ laɣ’ shɛli bu padiriba paa ʒii buyi.	it is more than twice the money you would use to hire paid workers.
malaikanima ayi maa daa mali ti paai Sɔdom zaawun’ yuŋ.	the two angels went on and reached Sodom in the evening.
Filip daa guui paagi o sani.	Philip hurried up to him.
barina ku tooi paagi o.	no danger could reach him.
saha maa paaya; nyamiya, ŋun yi n nyaaŋ’ maa paana.	the time has arrived; see, the one who has betrayed me has arrived.
Izraɛlnim’ daa zanila Mikimash n-ku Filistianim’ maa lala hal ti paai Aijalɔn.	the Israelites started from Michmash and killed the Philistines like that all the way to Aijalon.
Filistia doo maa daa yi kul niŋdi lala hal ti paai biɛɣ’ pihinahi.	The Philistine just kept on doing this for a full forty days.
Yisa ni daa ti labina, salo maa zaa daa yiɣisimi m-puh’ o ni o paabu na.	When Jesus came back, all the people went out to welcome him.
Paami a sariga sɔŋ.	Remove your veil and put it aside.
piɛri maa zaa laɣimmina pɔi ka bɛ naanyi paai kuɣili maa kɔbiliga maa noli, ka ti ŋɔŋ kom maa ti ba.	all the sheep gather first, and then they remove the stone from the mouth of the well and we can draw water for them.
Bɛ ni zaŋ Lɛbanɔn nyɔŋ puuni ti’ viɛla din nyɛ paain mini junipa ni sipirɛs dari n-kana.	They will bring the fine trees of the Lebanon forest, that is pine and juniper and cypress wood.
Pandɔchiriga mini paaŋa m-be, ka paaŋa je o.	The earwig lives with the real cricket, and the cricket doesn’t like him. 
Di saha o paani daa ʒimi baɣ’ o.	At that time his Queen was sitting beside him.
a paani ʒe a nudirigu polo.	your Queen is standing at your righthand side.
a paani ʒe a nudirigu polo.	your Queen is standing to your right.
yin’ tooi ŋub’ bɛna, paaŋa min’ o balibu zaa.	you can eat these, the cricket and all things like it.
yin’ tooi ŋub’ bɛna, paaŋa min’ o balibu zaa.	you can eat these, the cricket and all varieties of it.
yin’ tooi ŋub’ bɛna, paaŋa min’ o balibu zaa.	you can eat these, the cricket and all it species.
Kristiɛnnim’ pala politiksi paati niriba.	Christians are not members of a political party.
Bɛ piɛla taba.	They are arranged one after the other.
(kalima) nimbihi daa pie di fiilinim’ ni ti tuui.	(wheels) the rims were covered with eyes all around.
tɔbbihi bɛn piɛ tab’ ʒiɛya.	warriors in marshalled ranks.
bɔrɔbɔro parilaambihi piɛri tab’ maani sara tir’ o.	small flat loaves of bread which are lined up as an offering to Him.
bɔrɔbɔro kpil’ pinaayi a zaŋ li sɔŋ pie taba kulis’ ayi.	twelve rounds of bread .. put them down in two rows.
Bɛ barila yuri m-pie taba kaman tɔbbihi ni chani tɔbu ni shɛm la.	as they ride on their horses; they come like men in battle formation.
bɛ daa zaŋ kuɣ’ viɛla shɛŋa pie taba kulis’ anahi.	they took some nice stones and lined them up in four rows.
Naawuni yi ti sashiriga yiko, o ni piɛ sima ŋubi ka guui kɔhi jɛŋkuno zuɣu.	If God gives the squirrel the ability, it will harvest enough groundnuts for itself to eat and have some left over to sell to the cat.
maligumaaniba ayopɔin bɛn gbibi piɛla’ yila kikah’ ayopɔin m-pie tababiri.	seven priests who held rams' horn trumpets blew a fanfare.
Piɛbimiya kikaa goli palli dali.	Blow the trumpet on the new moon day.
ninvuɣ’ shɛb’ bɛn piɛbiri yuhi yiini yila.	people who play whistles and sing songs.
A kpee yi yɛli a ni a pɔbisi o nyee n-ti o a bi zaŋdi li lɛbiri yua m-piɛbira.	If your neighbour tells you to blow air in his nose for him, you do not take it and use it as a flute to blow on.
kaman kalamboo ka bɛ piɛbiri la.	like a flute that they were blowing.
Ŋmɛmiya goonjinim’ ka piɛbi yuhi paɣ’ o.	Strum fiddles and blow whistles to praise him.
bɛ piɛbiri buɣa maligu nimdi bim.	they drink broth made from meat offered in pagan sacrifices.
A piɛbi n ʒiɛri ka lan zaŋ n yɛma ŋubi?	You have drunk my soup and are you also going to eat my steamed corn flour.
A yi buhimdi so saɣim n-dira nyin' miri ka yɛli ni o piɛbiri ʒiɛri.	If you are eating where you have not been invited, you don't tell that person that he/she is drinking all the soup.
so ti ku lan wum mɔɣilo ŋmɛriba mini bana ni alijeeta piɛbiriba ni kika' piɛbiriba damli a ni.	no one will again hear the sound of harp players, or horn, oboe and trumpet players in it.
ŋun pa piɛgula ka mi bi su piɛri ka nyɛla bɛ ni bu so paa ka o guli ba.	The hired hand, who is not the shepherd and does not own the sheep.
Mani n-nyɛ piɛgul’ suŋ.	I am the good shepherd.
Tinim’ mini ti yaannim’ nyɛla piɛguliba.	We and our ancestors have been shepherds.
Mani n-daa yih’ a mɔɣu ni piɛgulibo ni na.	I brought you from keeping sheep in the bush.
buŋdibbil’ tuuli kam, yin’ zaŋmiya piɛɣu zal’ o zaani.	every firstborn male donkey, you must take a sheep to stand in its place.
Kunduna mini piɛri ni ti laɣim doya.	Hyaenas and sheep will lie down together.
Ka di chaŋ wula ka n wumdi piɛri kumsi mini niɣi ŋumbu?	And how is it that I hear sheep bleating and cows lowing?
Bua ku tooi boli piɛɣu o ma.	A goat cannot call a sheep its mother.
Guruŋ’ piɛɣu yi ʒi shɛli amaa o leei mi ŋun da o.	If a Gurunsi sheep doesn’t know anything, it knows the one who bought it.
Bɛ yi dɔɣi naɣibila bee piɛbila bee bubila, di simdi ka o be o ma sani n-niŋ dab’ ayopɔin.	If a calf is born, or a lamb or kid, it should be with its mother seven days.
di daa kpala talahi ni o tahiri piɛbihi yuuni kam nti tiri Izraɛl naa.	it ws compulsory that every year he send lambs to the king of Israel.
di daa kpala talahi ni o tahiri piɛbihi yuuni kam nti tiri Izraɛl naa.	every year he had to send lambs to the king of Israel.
Ibrahimma daa lihi n-nya piɛlaa ka o ʒiɛya, ka o yila shɛbi tiwula ni.	Abraham looked and saw a ram standing with its horns tangled in tree-branches.
zoya daa yiɣiri jɛmdi kaman piɛlahi la.	mountains skipped about like rams.
maligumaaniba ayopɔin bɛn gbibi piɛla’ yila kikah’ ayopɔin m-pe tababiri.	seven priests who held rams' horn trumpets blew a fanfare.
Buɣim dira piɛlaa bɛ ku bɔhi o lom yɛla.	If fire is burning a ram, you don’t ask about its beard.
Piɛ’ lahi ayi ku tooi nyu kom bukati yiŋga ni, bɛ yila ni kpari taba.	Two rams cannot drink water from one bucket, their horns will get entangled with one another.
Naawuni chɛ ka malaaika zaŋ piɛlaa piɛlli na ti zali o tooni.	God had his angel take a white ram and set it before him.
Bɛ yi yɛli ni buɣim di piɛlahi a lan bɔhi ni bɛ gbana lee be ya?	If people tell you that fire has burned the rams, will you still ask where their skins are?
ni piɛnyama kɔbisiyi mini piɛlahi pisi.	and two hundred ewes and twenty rams.
O daa lan bo naɣilabil’ yino mini piɛla’ yino ni yuun’ yini piɛlabil’ yino mali sara.	He also got one male calf and one ram and one yearling male lamb and made a sacrifice.
zaŋmi piɛlabihi ayi bɛn paai yuun’ yini m-mali suhudoo sara.	take two male lambs which have reached one year and make a peace offering.
ŋun’ zaŋmi piɛnyaŋ ŋun ka dalinli na.	he should bring a ewe without blemish.
o daa chaŋ ti gbaala faralan’ maa piɛsaa la na.	he went to get the poor man's ewe lamb.
faralan’ maa ŋun’ daa ka shɛli n-naɣ’ pahila piɛsabil’ kɔŋko.	the poor man had nothing but one ewe lamb.
o daa ti nya piɛɣu maa ni su kaɣili ni.	she saw the basket that was put amongst the rushes.
Piɛɣu maa daa malila liŋa. Ka n daa kul lihiri hal ti nya ka di liŋ'maa wuɣi zuɣusaa.	The basket had a lid. As I watched the lid was raised.
o daa wuhi ma la tiwal’ moma ni pali piɛ’ shɛli.	he showed me ripe fruit filling a basket.
Bini din pali piɛɣu ku pili ŋman’ ni.	The thing that fills a basket will not cover a bowl.
N suui ʒitibis’ shɛŋa din yi tam yi bɔɣisapima zuɣu la; ka yihi ya piɛri ʒiya la ʒibu ni.	I unloaded the heavy burdens that were on your shoulders and took you away from carrying basket-loads.
A ni tooi paɣi li, ka piɛhi li n-kahim di kom maa, ka tɛli zaa ka bia ni tooi vali.	You can wash them, peel them and squeeze out the juice, and mix it well so that the child can swallow it.
Baɣ’ piɛhi n-nyɛ baɣa.	The person who knows how to investigate well is the one who is a good diviner. 
Zunzuya ni di ba kaman piɛkɔbiri la.	Worms will devour them like wool.
Zunzuya ni di ba kaman piɛkɔbiri la.	Worms will devour them like sheep fur.
ti kpe Naawuni jɛmbu duu n-nya ka naɣikɔhiriba mini piɛkɔhiriba ni ŋmaŋkɔhiriba be di puuni.	In the temple courts he found men selling cattle, sheep and doves.
Hal goli bi piɛli o sani gba.	Even the moon is not white to him.
Bɛ piɛlimi ka Silmiisi ni piɛl’ shɛm.	They are white like Europeans.
Di piɛlimi.	It’s white.
di ni kɔbiri bi piɛla.	the hairs in it are not white.
a ni nya ka ninkari puuni tonto piɛla, piɛla.	you will see that the inside of the eyelids breaks out all white.
N ku kɔhiri kpam ka m biɛhi lan piɛla.	I will not sell sheanut oil and allow my legs to remain white.
ti suhuri piɛli ti wahala dibu puuni.	we are happy in our suffering.
shee maa zaŋ du zuɣusaa polo mi daa kul piɛli paratɛtɛ.	from the waist upwards it was just blindingly white.
goli ti ku piɛla.	he moon will not shine.
Goli yi ti piɛla gbarigu nin’ moorila chandi zuɣu.	Whenever the moon is shining, the cripples become anxious to go for a walk.
o binyɛrigu piɛli kaman gol’ la.	his garment was white as snow.
n ni lan piɛli yi dim’ ŋun ni nyaŋ ya bahi yi zuɣu.	I will again set your enemy who will defeat you onto you.
Di yi nyɛla Yawɛ m-piɛl' a bahi n zuɣu ŋɔ.	If it is Yaweh who has set you to hunt me.
Izraɛl ninvuɣ’ so bee saan’ shɛb’ bɛn be yi sani ninvuɣ’ so yi go piɛli gbaai biŋkɔbigu bee nooŋa.	If any Israelite or any foreigner living in the community hunts an animal or a bird.
Nobili' piɛliga nyu dam kuli ku mo wubiga.	Even if a white chick is drunk, it will still not challenge a hawk.
do’ so daa to piɛm ka di chaŋ ti nyɔɣi Izraɛl Naa.	a certain man shot an arrow and hit the King of Israel.
piɛma din noya ni mali buɣim la.	arrows whose points have been set on fire.
O daa bela mɔɣu ni n-daa ti leei tɔha ŋun mi piɛm tɔbu viɛnyɛliŋga.	He lived in the bush and became a hunter who was an expert with the bow.
o mini o tɔbbihi kuli diri dari m-mali bɛ kpana mini suhi ni takɔbiri ni piɛma.	he and his warriors proudly held their spears, cutlasses, swords and arrows.
Piɛm yi na bi kpe, di ŋoobu bi to.	If an arrow has not yet entered, it is not difficult to pull it out.
Naa niŋ nyam ka o vooi piɛm ni o to.	The chief got excited and pulled out an arrow to shoot.
Kpakpili deei piɛm o nimbaŋda n-to.	The tortoise has been shot by an arrow it is someone who knows the him that shot it.
bɛ daa naan tooi zaŋ bɛ nudiriti bee bɛ nuzahi n-to piɛma bee n-labi kuɣilɔna.	they could use right hand or left to shoot arrows or sling stones.
bɛ zaŋ penta piɛlli paligi bɛmaŋa.	they have whitewashed themselves with white paint.
Ŋuna n-yeeri nanim kpariti, ka sooni ba piɛtɔnima.	He's that who takes off kings' shirts and dresses them in underpants.
piɛntɔriba.	archers.
piɛntɔra.	archer.
Goli yi peei bia yiŋa, kpɛma chanimi ka bɛ ti diɛm.	If the moon has made the house of a child bright, an adult goes there to play with the child.
asibaasi ŋaraŋara saha zaŋ hal ti paai yuŋ saŋmarisi peebu saha.	from the crack of dawn till the stars came out at night.
saŋmarisi gba ni zaɣisi peebu.	the stars also refuse to shine.
Ŋuna n-zaani wuntaŋa ka o bi nyeera, ŋuna n-chɛ ka saŋmarisi bi peera.	He's the one who commands the sun and it does not shine, he seals off the light of the stars.
Di chɛliya ka peentɔra nya soli to piɛm.	Don't let the archer find a way to shoot an arrow.
Di chɛliya ka peentɔra nya soli to piɛm.	Don't let the archer get an opportunity to shoot an arrow.
Kɛdar peentɔriba bɛn nyɛ tɔbutuhiriba la ni ti kpalimla biɛla.	Very few will be left of the military archers of Keda.
N ni ti zaŋ bindiripooli din nyɛ m peenzala la to a.	I will use food-shortage as my appointed arrow to shoot you.
zaŋ peenkpaa chib’ o tibili voli.	use a spiker to make a hole in his ear.
nyin’ bom’ peeŋkpaa n-zaŋ o tibili tabili dunoli naŋgbanyee n-chib’ li voli.	you shall take an awl and pierce a hole through his ear to the door.
o daa ŋme n-ku Ijipti doo maa n-zaŋ o pi bihigu ni.	he killed the Egyptian and hid him in the sand.
n kpuɣ’ li n-zaŋ li ti pi tiŋa n suɣili ni.	I took it and buried it in the ground in my tent.
do’ so kana nti nya li ka daai tam pi li.	a man came and saw it, and pushed some soil over it.
Bɛn laɣim pi tama bɛn kurigiri li.	Those who were together in burying shea nuts go together to dig them up.
bɛ daa zaŋ bindoo n-du pii zuɣu ti yɛrigi sɔŋ Saul.	they went up and spread a sleeping-mat on the flat roof for Saul.
Chamiya gili Ziɔn zaa, ka kaliya di pihi la.	Go around Zion and count its towers.
Pii nyɛla du’ shɛli din du pam ka nyɛ du’ fahirili.	A tower is a very tall room that recedes inwards.
bɛ daa du pii maa kpaakpaanyom ni ha.	they went up to the very top of the tower.
Awei bi wɔɣa ni pia.	Nine is not far away from ten.
Malifa kɔbiga bi ŋariti malifa pia noli.	A hundred guns cannot close the mouths of ten guns.
Wuntizɔriba pia maa zuɣu, n ku saɣim tiŋ’ maa.	For the sake of the ten righteous people I will not destroy the town.
Naa Damba din’ wari la damba goli biɛɣu pia ni ayopɔin dali.	This King's Damba is danced on the seventh of Damba month.
Saha shɛli Jɔɔdɛn Mɔɣili ni daa kpe hal ti pibigi gol’ so ŋun daŋ tooni puuni la.	The time when the River Jordan overflowed its banks.
Piɣipiɣi pala salima.	Not all that glitters is gold.
Di bela pihapiha ka o yi soli.	It was slightly visible when he set off.
Shɛb’ daa pihi pampam, ka shɛb’ mi pihi biɛlabiɛla.	Some collected a great amount and some collected only very little.
Sakɔɣu yɛliya ni o je ŋun pihiri o m-bahiri noo polo.	The grasshopper says that it hates the one who picks it up and throws it to the fowl.
Kuɣa pihi sɔŋ lihi nya nyɛla din ŋmaari naŋgbankpeeni.	Casting the lot puts an end to disputes.
ninvuɣ’ so ŋun ni pihi kuɣa sɔŋ lihi nya yi tintariga.	someone who will use lots to determine your boundaries.
Ninsalinim’ pihiri kuɣa sɔŋda ni bɛ baŋ din beni.	People cast lots to learn' what will happen.
so binshɛli yi bɔrigi ka o pihi li ka ŋma ʒiri zaŋ chaŋ di polo.	if somebody's thing is lost and he picks it up and tells a lie about it.
